Recency,Frequency,Monetary
28,4,311.06
3,4,249.19
13,4,1543.41
3,5,302.89
98,3,340.67
50,3,2688.86
19,1,788.01
8,5,572.79
82,6,372.57
13,6,430.94
6,5,741.62
25,5,1503.0
87,7,2130.69
1,5,196.92
9,7,738.04
84,8,1653.23
6,6,1443.49
4,3,214.78
26,4,406.87
60,9,1178.32
20,3,283.62
157,6,432.92
35,6,2169.73
3,2,570.93
149,4,912.0
16,7,656.28
11,6,345.09
25,6,792.73
11,3,285.13
3,3,926.99
1,7,1607.23
18,3,625.31
55,6,616.32
26,4,954.17
215,3,211.15
11,5,1168.3
10,5,1151.14
6,4,1496.41
6,4,565.31
11,6,995.9
48,7,2087.3
71,5,1539.7
111,6,1300.15
8,4,2094.1
64,4,491.09
12,5,371.95
4,5,249.8
62,4,959.2
31,6,1482.16
6,5,108.41
17,3,791.79
11,6,2050.37
41,6,1203.05
19,4,1035.77
137,4,892.73
2,3,1577.16
14,3,918.26
20,7,685.06
21,4,837.24
12,7,279.59
40,6,657.28
63,5,1837.39
84,7,532.62
50,6,836.57
58,4,991.76
24,4,606.95
53,5,1142.55
11,3,653.39
16,2,1926.05
12,5,1122.98
19,8,210.19
11,6,1684.71
98,3,747.65
12,6,484.45
4,5,2020.91
23,4,136.01
2,7,1661.99
4,4,1526.58
8,5,1077.84
19,5,966.79
18,5,562.37
49,6,1673.49
41,2,1152.45
17,4,1815.28
13,5,905.86
12,5,2048.39
45,6,274.11
2,5,622.93
1,6,665.13
48,6,1470.07
20,4,527.35
5,7,86.92
9,2,1673.73
81,7,1469.92
59,3,718.85
38,3,636.49
20,8,524.14
23,8,717.85
111,5,879.45
102,5,1564.56
8,4,1260.88
50,5,138.49
7,4,210.77
8,7,896.99
34,6,1091.64
16,3,217.1
81,4,1673.71
3,12,616.47
22,8,282.33
76,4,386.81
71,2,1353.64
6,8,2039.67
14,4,390.1
29,5,262.0
6,4,1198.61
104,4,717.67
74,7,1456.68
6,3,906.39
4,6,437.44
3,4,533.29
73,7,561.36
7,4,1046.69
17,4,1129.69
18,6,1781.3
28,3,2565.19
3,7,639.98
8,6,828.95
81,4,895.17
72,8,1741.97
46,6,1224.41
1,4,986.49
12,5,313.14
30,7,1074.53
10,3,542.66
73,4,924.32
31,5,1235.68
3,2,1295.57
72,6,400.69
95,7,777.56
3,6,564.55
23,6,384.95
11,4,849.2
15,6,983.59
6,3,581.56
26,8,515.59
96,8,1165.89
21,6,2134.01
3,2,941.48
30,4,2392.07
13,6,1174.53
59,4,583.18
18,3,387.31
7,7,655.73
7,7,1189.33
44,7,240.14
10,6,439.13
44,6,633.87
7,5,579.32
12,3,440.55
19,4,938.33
87,6,306.42
81,3,1760.66
7,5,875.21
14,6,2336.97
5,6,1036.92
22,5,1300.12
19,10,869.57
70,6,1249.31
80,4,1281.02
15,4,1354.12
21,4,464.01
68,6,450.51
50,4,1260.28
1,9,336.93
12,7,606.96
17,3,74.16
8,3,455.62
7,4,166.92
2,6,388.55
31,5,693.39
10,4,338.94
2,4,402.74
8,1,2146.06
49,8,1648.27
58,4,1593.78
20,3,1032.92
17,7,649.1
115,3,1178.1
7,4,538.29
8,9,1300.49
11,5,364.29
6,2,429.87
15,8,485.55
73,5,317.08
29,4,1408.16
16,7,959.61
82,7,410.9
2,4,2313.06
8,7,232.53
26,7,848.33
29,9,764.18
2,5,946.32
16,6,300.22
32,6,895.96
36,5,1063.53
31,4,365.57
12,6,427.35
3,5,350.75
17,5,531.9
5,6,546.5
89,3,566.36
20,5,1674.54
12,6,219.13
44,6,97.3
21,5,447.2
12,3,118.6
51,12,563.2
61,8,1321.85
34,6,243.25
2,5,260.63
26,6,665.95
44,6,1616.04
5,5,769.47
8,3,1606.25
65,10,405.33
1,6,1476.68
42,8,479.73
20,4,517.19
18,5,453.34
1,6,911.3
52,5,277.35
14,4,635.79
24,5,2313.41
34,5,537.7
37,5,619.66
94,5,1453.18
23,3,616.82
16,4,1113.35
93,6,142.0
31,1,773.48
11,6,976.08
5,4,855.17
56,4,490.76
14,7,444.09
33,5,738.89
20,3,1206.61
7,3,440.39
28,2,510.65
2,4,718.74
16,4,956.79
24,6,253.0
18,5,191.59
42,2,849.54
53,2,576.72
45,6,701.74
2,4,99.2
7,2,687.41
24,4,1134.45
82,7,386.61
55,8,723.74
56,5,1027.82
11,10,2130.21
17,8,453.22
20,6,564.13
6,6,656.18
1,1,613.97
89,4,569.59
9,3,207.96
9,1,680.47
3,3,678.82
80,3,156.29
27,4,198.48
33,5,115.74
73,4,1149.69
13,5,1394.17
30,2,924.46
2,7,1493.72
7,4,449.68
54,4,148.7
44,2,1248.95
13,7,406.3
15,4,300.52
23,5,1483.89
1,9,506.7
9,7,1379.28
8,4,1553.16
9,4,392.39
50,5,1006.94
10,5,1056.33
7,6,1295.87
22,6,514.4
61,4,213.82
9,3,699.82
3,6,464.05
14,3,1050.57
42,11,884.2
25,5,1667.9
51,8,786.6
97,7,401.06
48,5,1067.56
28,6,391.23
21,6,943.03
2,3,176.98
125,4,464.99
15,3,1201.5
5,7,901.71
33,2,391.44
11,8,701.73
27,4,472.55
27,3,1113.33
18,4,784.95
55,3,241.75
10,5,1214.44
18,6,1804.53
24,5,535.51
33,4,391.35
46,7,207.3
16,8,474.5
32,2,86.51
5,7,1174.74
81,4,993.77
15,5,277.72
40,7,292.79
1,5,940.71
7,5,202.69
21,5,1797.89
64,12,118.11
23,5,917.52
80,2,449.38
20,6,573.37
21,7,796.36
4,3,152.02
49,10,839.62
9,6,241.47
69,4,422.44
73,1,1266.68
87,3,1206.13
23,4,163.92
34,5,399.69
46,2,219.7
5,3,860.39
28,4,2751.33
2,5,1580.61
21,4,743.4
6,5,642.62
7,9,423.52
14,4,247.75
17,4,576.53
30,5,598.19
3,3,1378.5
22,6,273.73
7,5,654.86
26,2,910.37
31,5,711.05
25,3,361.67
41,5,1350.17
13,2,1641.03
44,6,738.91
18,7,971.93
20,4,273.16
32,6,452.85
1,4,800.98
32,12,1237.23
29,5,1095.82
12,4,416.95
3,4,533.62
3,2,768.37
78,4,2355.0
36,7,935.39
5,4,530.28
14,4,537.1
27,9,762.04
55,4,818.32
2,4,477.62
9,5,896.43
67,7,819.35
1,5,130.67
7,4,579.7
96,3,2043.32
29,1,235.39
10,3,138.65
3,6,261.24
1,5,946.87
9,2,299.72
64,6,542.92
17,7,135.52
39,5,281.45
76,4,410.78
16,2,478.91
7,5,682.48
22,6,380.41
72,5,870.8
49,4,1695.8
3,5,274.83
36,5,577.83
26,4,2067.99
72,5,238.5
4,7,1141.78
23,5,808.17
64,4,248.02
16,3,809.35
20,8,766.92
3,7,1892.89
10,9,943.9
12,2,644.16
88,7,1312.77
10,7,1731.55
19,3,469.9
34,4,573.87
6,5,2661.27
20,2,542.69
41,3,1483.89
61,10,98.53
30,4,900.85
34,3,1166.55
5,6,636.78
88,6,385.04
5,3,1136.06
45,6,317.85
10,5,486.59
82,6,1433.84
39,7,363.87
43,6,1992.88
8,3,291.71
18,6,801.36
29,5,1557.7
45,3,132.85
4,4,396.59
99,6,761.54
67,4,263.91
10,4,833.63
52,5,406.66
22,5,466.27
19,7,710.47
12,5,710.47
27,6,310.34
40,6,338.47
16,9,1009.7
30,7,395.61
37,9,937.31
38,6,994.61
2,6,371.61
59,6,145.17
19,5,1089.36
10,4,789.96
9,5,491.28
20,7,2925.02
66,7,1819.71
15,2,795.45
42,2,1098.72
4,9,398.67
20,3,449.66
144,7,433.62
45,2,170.47
8,5,215.15
21,5,264.59
8,7,430.89
16,7,257.65
46,7,515.79
45,4,714.1
8,6,1817.83
77,7,328.91
27,3,852.0
15,2,987.08
21,5,375.26
28,3,819.19
25,8,915.98
20,5,1633.36
22,5,855.54
6,3,1143.3
51,6,615.65
24,2,1106.26
5,10,774.23
44,3,1414.25
81,6,607.22
89,2,883.23
14,5,1096.13
5,3,240.06
22,6,214.42
4,7,329.28
82,7,325.68
7,5,269.55
9,7,610.47
16,8,1532.42
15,6,1428.32
48,1,1213.53
19,2,1098.58
6,9,209.59
10,2,1277.61
22,6,532.88
5,6,814.16
29,3,1084.01
26,4,918.98
38,5,822.91
84,6,905.48
73,5,157.02
88,4,832.99
9,2,345.9
5,4,826.53
11,5,729.11
68,3,567.29
108,6,965.44
59,9,1898.18
4,2,448.39
89,2,442.95
17,4,660.42
1,1,141.25
18,7,555.69
2,5,750.25
24,11,961.63
13,2,495.56
20,3,976.32
29,3,409.79
61,6,585.82
33,4,1101.8
18,9,1844.67
52,4,1596.0
71,3,1052.59
4,6,878.11
23,4,239.86
11,2,220.86
2,8,1311.54
34,4,1219.0
60,5,102.67
6,3,263.38
51,6,390.31
58,6,635.95
74,2,489.82
10,2,607.27
71,5,849.9
12,9,434.86
25,3,345.62
2,6,533.73
2,5,1097.43
39,3,2225.54
18,9,274.91
9,3,1434.28
7,5,498.65
34,7,2271.8
1,3,410.12
50,7,696.27
3,6,1605.45
7,3,796.61
15,3,610.53
20,3,790.21
14,6,524.85
12,6,900.53
100,6,1093.87
31,8,334.96
1,7,571.16
17,3,335.09
63,4,258.26
11,5,594.3
3,6,707.5
43,5,1208.8
28,4,717.47
26,4,263.23
2,5,2405.41
5,5,452.35
30,5,655.2
7,2,504.56
22,5,220.01
24,7,97.02
11,4,817.42
89,6,219.94
56,5,621.86
39,5,163.1
3,4,1912.8
4,1,807.78
21,3,470.1
6,6,1028.74
115,2,883.19
6,4,224.33
21,5,988.03
14,4,1764.48
31,5,441.6
5,7,1357.03
17,7,409.4
10,5,893.44
66,6,1210.54
2,4,115.25
74,1,601.62
54,6,828.26
11,9,406.4
47,4,667.12
1,5,253.76
103,5,744.01
23,3,595.59
11,4,399.4
14,3,378.74
3,2,354.77
137,6,676.72
2,3,539.49
32,5,1524.43
18,3,1104.22
90,5,1369.87
9,5,1095.33
23,4,414.59
20,4,388.34
37,6,308.95
3,3,1207.14
7,4,295.18
8,6,407.23
41,7,967.75
7,6,830.37
26,6,203.01
8,6,543.89
60,5,415.13
86,3,454.38
22,3,458.18
14,1,897.53
8,4,462.76
2,8,761.62
10,5,883.26
32,6,291.04
23,2,1338.15
87,4,885.96
16,6,871.32
36,3,1901.1
21,4,1734.11
22,8,696.31
10,6,1074.93
19,6,1343.38
20,2,471.62
37,10,1135.81
85,7,1347.63
12,4,219.6
2,6,585.03
21,5,721.03
24,7,657.97
6,5,1465.31
43,3,781.7
126,6,387.87
88,9,565.29
7,7,651.96
63,4,1325.15
37,4,152.3
19,4,565.09
24,5,801.52
57,3,877.13
20,10,466.08
15,5,929.03
21,3,158.12
26,4,625.75
7,4,991.01
70,2,1441.79
34,7,1115.75
31,4,311.9
4,4,456.63
28,6,1174.6
4,3,541.06
3,6,903.97
23,7,1369.92
16,8,1256.13
27,7,580.1
3,4,584.57
17,6,619.23
6,5,1682.23
131,4,1024.7
25,4,259.98
35,6,571.87
12,5,434.3
3,4,1494.37
112,4,403.25
11,3,218.79
17,4,1367.54
32,3,577.69
1,3,1406.99
50,3,809.64
24,5,483.33
10,2,1557.79
2,7,2057.47
6,7,2317.89
68,9,1206.95
35,4,293.88
9,6,724.17
3,4,352.32
36,6,505.11
26,5,1175.62
16,6,355.7
14,6,434.45
8,7,126.92
34,4,884.64
106,4,676.51
6,5,440.28
28,5,426.01
17,2,514.76
18,1,1094.18
9,9,621.4
53,6,379.84
20,6,730.64
24,4,380.29
11,2,676.29
7,8,830.29
3,4,273.61
38,1,129.8
7,8,1023.78
36,3,113.35
15,5,805.31
17,3,634.88
19,6,877.18
14,5,846.9
4,4,1458.48
12,4,485.38
33,3,294.57
33,2,917.4
11,6,676.58
19,5,261.78
7,6,521.88
8,7,441.42
1,8,1605.94
69,8,1177.94
8,3,398.95
8,10,1064.25
10,7,196.83
5,2,616.63
31,7,1481.58
3,4,220.11
5,7,788.61
32,7,1731.01
13,4,2462.83
37,9,988.74
25,12,503.18
9,6,802.84
32,4,1021.36
4,4,962.17
24,8,400.49
18,1,1148.56
10,5,560.27
28,4,438.66
62,8,1137.47
205,8,906.22
29,2,1892.29
16,5,478.14
8,8,477.0
9,5,711.94
20,4,1538.37
14,4,2061.2
74,5,2692.3
14,6,299.76
15,4,1741.39
15,6,2875.31
55,6,1339.51
32,9,156.7
29,8,683.84
13,3,839.71
52,6,2437.22
2,3,575.97
62,6,535.27
22,3,1066.63
16,6,476.14
21,3,2609.71
34,3,242.47
1,5,1421.84
62,6,498.44
18,10,796.51
13,5,1345.12
5,5,774.14
18,1,455.51
21,3,1880.24
16,5,148.37
35,6,276.39
17,6,188.21
98,5,748.42
28,3,1866.07
50,3,231.02
4,6,1521.54
16,7,486.11
13,3,618.41
26,4,2279.96
60,4,296.17
3,7,1281.01
3,8,456.49
57,5,944.64
8,8,1462.48
34,4,925.21
24,4,1546.92
54,5,619.64
5,6,1281.06
5,3,1015.95
25,6,665.3
88,5,1723.97
17,3,582.48
12,7,761.31
28,7,278.94
80,7,1032.41
55,3,528.82
163,6,448.54
1,4,515.69
4,4,432.59
29,4,1166.92
52,5,842.72
11,1,253.43
9,2,1019.99
47,4,184.41
2,2,1167.94
14,3,594.65
22,6,1470.7
25,2,460.2
40,5,298.83
14,5,750.77
29,3,1092.36
27,4,122.55
24,2,440.75
31,5,812.38
10,5,222.5
3,4,1029.86
4,8,725.84
8,6,808.48
21,2,1987.81
56,8,932.91
37,5,437.2
47,6,388.08
13,5,555.47
16,4,1615.01
16,3,606.59
7,5,632.26
2,4,946.09
27,4,2043.19
136,5,1642.96
6,1,605.69
2,4,298.5
46,3,669.69
9,6,1003.77
54,2,1256.2
37,6,678.54
88,6,2062.1
16,5,844.75
33,3,1145.57
19,4,1164.14
30,4,1009.49
18,4,2068.14
7,4,1767.68
22,5,577.57
23,3,1231.27
50,5,980.79
40,4,323.68
33,3,217.2
4,6,281.39
39,3,2672.6
21,4,419.68
68,6,714.65
76,6,728.21
2,4,1777.38
52,5,909.35
2,2,942.88
14,6,1053.7
24,4,754.65
5,1,1708.53
42,3,1468.81
1,5,614.4
6,4,672.33
27,5,864.04
38,4,275.12
75,7,1258.78
37,4,1572.93
34,10,438.91
16,3,2266.36
1,5,451.98
4,3,316.9
23,2,982.35
34,5,1729.43
17,13,1026.85
40,5,615.25
23,5,1182.66
3,5,556.26
7,5,1486.81
55,3,180.49
39,5,448.61
68,6,229.33
4,7,303.11
139,4,915.75
8,3,493.57
1,7,1617.66
179,3,670.06
10,7,1231.91
34,4,356.55
6,8,971.18
27,5,1280.25
71,4,492.75
12,3,722.28
34,5,631.63
7,2,816.27
30,9,504.7
13,3,728.24
8,3,730.2
12,6,1983.19
6,2,741.13
70,6,1276.35
16,6,1062.4
9,4,945.98
18,2,473.3
12,5,1503.7
41,6,571.17
107,4,995.22
18,5,448.19
60,5,341.61
26,5,1330.28
6,9,363.7
36,5,406.3
22,5,278.66
32,10,953.48
67,4,281.07
18,5,1636.19
70,6,975.77
42,5,334.9
21,4,923.92
28,3,303.36
12,8,1237.03
124,4,774.78
34,3,208.01
2,7,238.71
12,7,510.63
30,7,1339.35
2,5,369.67
1,5,560.72
18,5,2732.17
13,2,544.99
18,7,226.47
10,6,1592.24
6,8,226.55
36,3,1057.27
22,3,497.37
7,8,1525.73
12,5,575.72
27,4,643.65
3,6,956.96
5,7,501.37
3,3,1246.77
51,2,534.28
42,3,1574.74
42,3,913.0
38,9,2289.35
34,5,503.82
20,5,1148.33
31,7,586.59
2,5,1064.91
30,6,333.37
46,5,559.13
21,7,1178.51
14,5,353.19
10,4,1108.41
31,6,509.35
36,4,782.82
62,5,3245.46
13,2,724.91
45,6,553.62
25,3,454.91
65,3,1061.37
23,5,535.9
22,3,1170.26
26,4,665.9
42,2,1072.89
101,5,646.01
3,6,552.83
2,5,492.95
84,5,344.44
23,5,628.18
29,6,1309.73
20,5,1190.98
3,4,640.91
44,2,407.2
42,4,743.41
12,6,1321.2
11,8,324.42
55,5,803.05
3,1,229.56
64,6,1054.82
9,3,1185.66
27,5,688.43
83,4,647.48
35,4,1906.1
17,4,468.58
36,5,883.6
13,3,895.33
10,3,187.06
172,5,130.83
42,8,1488.29
32,7,154.09
14,5,697.01
2,7,1992.91
1,8,2836.08
25,3,2195.62
44,1,342.86
24,5,1657.39
56,6,284.18
2,4,85.92
14,7,144.52
9,6,1075.52
18,5,1554.2
3,4,902.08
93,3,2834.55
8,5,1099.98
77,5,1677.37
17,5,1941.37
128,6,1125.59
25,5,563.57
81,7,391.75
1,7,422.24
42,5,1096.11
71,3,485.16
5,3,321.22
4,3,2422.25
17,5,313.96
82,5,668.0
24,10,1770.43
23,8,856.28
5,1,1281.09
1,7,441.33
50,4,258.91
3,8,550.02
31,4,873.01
74,5,1780.75
8,5,331.66
33,4,1495.94
3,5,1495.77
28,5,568.88
6,2,713.31
40,9,276.36
11,5,950.56
19,10,525.1
28,2,814.91
6,6,1033.64
41,7,447.46
11,4,512.0
33,7,866.95
6,4,333.61
35,8,1193.07
5,5,640.52
17,3,1453.97
9,3,468.43
42,6,628.48
10,5,137.69
65,5,207.84
67,4,1229.77
7,6,663.42
29,5,704.63
3,7,210.0
15,8,659.55
38,5,1316.17
33,5,977.98
30,3,586.97
10,7,180.09
15,4,825.64
4,3,636.21
39,3,1281.15
22,1,1520.43
38,4,341.69
9,6,1044.48
12,3,327.36
13,8,691.15
1,3,666.77
13,9,1220.99
49,6,479.16
69,6,823.92
22,2,683.55
19,3,806.62
1,3,1058.01
64,4,1275.4
1,4,1379.1
87,5,149.07
21,7,1455.97
13,4,1423.84
78,5,742.05
1,5,924.99
27,7,641.79
24,6,274.65
8,4,315.88
17,6,1042.17
32,2,651.12
39,4,449.48
1,6,813.03
83,7,893.64
6,10,422.65
8,8,536.13
10,5,2061.75
2,8,600.87
4,4,787.5
129,5,359.05
12,4,1612.24
4,2,346.71
4,4,240.02
39,5,1517.76
58,3,569.77
9,5,291.89
1,5,1850.44
8,2,669.2
2,7,229.58
4,5,367.11
17,6,343.38
8,4,366.45
22,2,405.96
9,8,2825.64
85,6,2225.88
71,5,1283.82
26,3,476.67
14,5,235.61
15,4,406.08
16,6,1748.8
40,5,582.14
19,4,1313.94
59,4,810.95
87,6,1294.83
13,4,1000.8
25,3,663.13
3,6,1272.73
7,7,1379.48
17,5,276.89
7,3,756.64
63,6,1112.08
6,4,94.1
19,4,223.36
28,4,937.26
36,5,983.36
15,3,1229.9
61,7,428.56
26,4,301.72
18,5,513.81
3,4,1443.26
19,5,854.57
52,6,588.39
29,6,990.6
54,4,946.8
21,2,2806.1
4,2,1783.77
1,4,615.89
11,4,845.31
36,4,435.5
47,6,594.72
11,10,473.68
21,3,506.2
17,4,813.68
16,7,949.46
8,5,821.58
5,6,1497.45
7,4,140.74
2,6,1320.45
7,2,586.12
1,6,492.94
30,5,669.59
12,4,740.79
109,3,1416.64
7,3,494.4
13,4,1486.14
14,9,1249.06
1,5,420.45
55,5,526.02
1,6,676.61
85,5,835.97
67,5,329.43
24,8,715.02
24,5,891.05
32,7,66.21
15,2,1479.63
32,2,208.0
2,3,1120.12
2,6,304.27
19,3,646.54
24,6,757.23
66,4,1415.83
4,7,1745.89
52,6,339.71
8,1,686.56
16,3,451.19
12,4,650.51
16,5,693.57
5,8,1127.29
22,3,661.77
49,5,1039.51
18,4,251.11
21,6,1387.59
57,2,738.7
37,6,481.56
21,5,640.4
9,7,260.91
65,5,713.39
26,5,1319.94
8,5,2348.57
10,7,661.18
49,5,756.83
2,7,789.0
146,6,1134.66
5,6,331.29
48,4,253.77
16,6,1511.16
21,6,1188.29
64,7,539.71
16,7,1246.41
24,4,592.38
2,3,597.79
1,8,617.81
9,3,376.12
35,3,1126.73
4,8,609.31
4,10,473.93
16,3,1140.53
32,5,1119.34
38,7,1239.67
6,4,1653.11
3,5,945.25
85,4,372.83
10,7,1209.74
58,4,785.29
60,3,108.4
45,8,3535.09
6,4,799.16
52,2,335.54
44,3,1222.46
28,4,536.22
13,1,750.87
10,4,1047.09
4,9,773.78
22,5,108.24
27,6,937.48
14,4,1246.64
20,5,316.8
14,3,741.98
31,2,1094.0
70,3,1719.92
6,3,939.63
15,4,983.92
5,5,831.85
30,4,695.78
40,7,503.94
81,4,344.97
10,4,457.58
90,5,849.07
2,4,930.5
28,9,1480.48
2,8,1760.22
68,4,561.08
23,5,744.63
34,7,918.16
54,8,398.45
5,8,1490.88
2,11,840.22
64,4,782.97
12,6,915.81
5,4,973.55
19,4,310.76
28,2,395.23
1,3,390.95
10,5,617.43
2,6,1110.01
17,6,1069.6
68,5,718.79
122,3,871.49
31,3,852.32
6,6,579.04
71,1,777.3
22,7,186.21
6,5,200.98
77,5,2102.13
43,3,1509.2
40,4,1943.5
38,2,1121.1
7,2,897.68
8,6,1131.6
35,5,680.81
8,6,165.21
18,5,515.77
46,5,2374.96
46,5,551.68
19,7,1000.27
48,8,387.18
55,2,516.44
32,2,635.92
8,7,697.57
10,4,787.0
12,4,844.64
4,3,594.08
10,6,519.44
8,2,892.45
19,9,1017.71
72,6,1947.72
4,2,107.13
39,5,315.88
35,3,1864.42
4,4,600.58
77,5,672.94
26,11,417.71
14,6,383.57
43,6,219.98
9,9,879.23
36,5,1163.94
2,4,1188.56
55,9,603.12
18,6,743.37
31,4,1174.72
8,5,1281.78
34,8,1035.34
45,5,1070.41
20,4,2181.31
29,4,498.27
19,6,304.0
68,4,1179.75
21,10,920.32
56,2,792.94
49,6,1265.9
16,7,1390.82
8,7,1313.73
16,5,361.13
53,5,871.62
8,5,1062.12
23,10,716.4
50,5,1879.43
14,6,483.82
31,5,1530.14
9,4,1027.87
4,3,642.26
48,4,491.37
4,6,1841.9
10,8,189.63
58,7,725.68
13,9,514.19
109,5,627.54
117,5,698.67
10,9,273.1
2,2,422.02
37,2,918.8
18,14,711.64
4,8,596.34
37,5,431.84
1,7,480.0
62,9,375.6
5,6,1235.11
5,5,539.72
6,4,233.27
97,2,1269.2
36,3,739.33
49,3,562.03
16,5,603.32
13,8,2314.32
9,5,1085.99
20,7,1707.97
25,6,350.25
30,2,767.9
9,2,742.95
90,7,110.19
6,4,546.55
102,8,198.92
1,4,567.78
20,7,1118.46
13,3,1869.54
18,4,402.06
26,4,1914.17
18,5,993.91
17,2,1359.1
40,8,611.51
35,4,236.65
54,7,518.85
9,5,908.62
29,4,2112.94
27,6,1788.32
14,7,2391.04
20,5,1941.82
12,7,895.84
5,4,869.28
8,6,471.35
4,3,425.66
35,3,1585.62
33,5,2124.67
91,8,376.08
40,2,306.32
2,7,775.63
65,4,279.27
60,8,906.85
18,3,611.71
27,4,1243.67
112,6,1247.06
23,5,458.58
71,7,1177.64
3,5,1026.42
7,7,634.17
18,6,517.65
27,3,1517.87
51,7,586.38
134,2,384.44
15,4,734.77
2,3,1462.75
49,7,2978.01
28,8,228.14
7,6,1991.0
21,3,1000.66
41,5,323.9
45,5,665.12
21,9,638.25
11,5,441.0
110,7,2554.88
33,5,640.33
16,2,289.3
10,5,1411.19
40,3,645.13
9,6,531.11
6,7,719.63
23,4,1075.9
11,4,798.28
30,8,791.58
4,3,1654.68
32,7,1449.9
10,11,290.76
1,6,1292.12
5,4,930.32
82,9,202.55
61,6,200.25
8,7,235.76
46,2,1323.66
29,5,454.2
107,5,163.88
15,6,346.2
35,5,1528.98
2,5,1049.32
16,1,85.93
100,4,1016.45
24,7,429.17
11,3,299.27
4,3,518.33
37,6,187.31
32,7,311.72
15,2,141.62
91,4,2821.49
1,4,608.0
11,3,1716.3
77,13,1177.12
12,8,1252.71
9,4,422.95
23,4,334.68
53,7,501.86
4,4,396.4
86,4,1641.4
48,7,992.06
6,1,172.96
38,5,734.67
15,4,689.78
16,4,716.13
46,5,2243.04
99,3,883.26
5,6,456.46
17,6,934.27
20,7,414.81
15,4,1933.29
14,6,207.35
2,5,778.62
35,3,604.53
18,4,738.21
7,9,2089.9
51,4,501.17
49,7,564.09
20,10,298.35
11,3,1386.18
31,7,307.73
11,6,451.68
9,5,1336.91
40,2,927.49
2,3,1209.01
3,6,446.19
1,9,889.27
5,8,304.83
3,6,612.28
165,3,160.93
11,4,2309.73
5,7,933.06
9,7,442.88
83,6,914.94
23,7,1216.44
14,4,1408.05
62,4,379.07
16,7,947.56
13,5,890.91
7,5,2003.97
15,8,469.21
12,4,316.22
34,2,354.93
11,5,1011.03
26,7,613.36
3,8,1727.27
7,4,609.32
16,8,1277.07
83,3,339.9
15,5,932.42
33,6,1934.4
9,7,1263.42
5,5,384.69
2,5,303.33
11,3,887.06
6,2,899.58
6,7,1130.49
43,2,1221.17
1,3,263.15
25,7,199.83
15,5,914.1
22,2,732.59
25,5,189.42
12,6,465.13
11,10,130.09
40,5,1944.21
62,2,767.86
7,6,1771.78
4,6,235.65
69,5,478.17
13,7,1173.18
25,6,1201.48
14,6,274.27
5,9,1245.17
27,2,1155.79
23,7,178.04
7,3,458.85
19,4,773.58
48,6,827.19
27,2,856.81
4,2,1279.99
24,2,464.83
37,4,914.38
48,7,803.41
30,7,121.83
5,10,430.18
38,5,1316.84
34,4,255.29
1,4,811.51
16,3,122.21
13,6,153.02
34,4,1626.29
8,5,533.28
27,2,576.36
74,4,470.34
48,4,161.05
77,4,647.64
116,8,1620.69
1,2,432.28
30,7,311.41
16,8,2251.39
59,7,211.57
9,7,683.24
119,2,970.67
29,4,359.76
48,4,546.53
3,3,1276.87
7,4,626.38
43,4,958.34
1,6,387.21
51,5,1101.17
1,3,597.24
33,5,1254.24
14,5,1507.7
29,6,636.83
36,4,616.72
13,4,1400.71
4,7,1076.98
3,8,974.99
27,7,191.57
23,7,345.45
41,6,234.56
22,2,1041.86
17,8,197.4
16,4,220.32
1,1,1167.37
13,6,1248.41
112,2,395.51
63,7,1764.1
12,5,99.42
27,3,190.21
57,2,1155.82
18,7,403.31
1,6,295.12
3,6,560.14
22,6,1677.16
105,3,512.56
36,2,340.41
3,5,819.32
7,2,743.9
45,10,1340.41
56,5,2483.51
29,3,1566.98
32,6,1247.43
1,4,683.55
53,4,574.67
47,8,427.66
9,7,290.41
37,10,520.53
8,8,1078.6
2,6,629.67
7,2,484.1
6,8,712.98
13,5,451.62
17,4,715.29
22,3,566.42
20,5,986.49
10,3,552.72
1,8,1297.3
28,5,425.95
16,6,776.76
11,3,3003.97
61,3,809.04
42,1,119.8
59,4,613.1
21,5,372.91
5,6,1017.18
36,3,863.87
7,5,434.09
18,3,1085.18
3,8,723.88
53,5,191.46
5,4,526.91
71,5,2165.08
60,9,456.03
19,4,456.51
41,4,1333.28
29,4,77.34
49,8,640.14
17,7,638.93
47,5,1050.59
19,4,395.05
85,4,594.02
20,3,785.82
19,4,961.5
47,3,485.74
52,6,2068.12
25,5,90.54
6,9,421.68
19,7,636.84
104,6,781.08
42,4,1522.11
51,5,1018.68
2,5,278.06
19,3,866.58
32,6,1586.12
54,4,691.38
2,6,1547.73
58,8,102.35
24,3,1057.0
7,7,1373.31
12,8,503.27
10,2,177.41
23,6,1215.58
2,9,275.98
6,7,476.14
51,7,1258.85
5,4,892.25
8,3,3644.88
19,6,656.44
22,5,816.93
44,5,1209.07
18,10,275.69
47,6,602.78
29,5,240.58
4,6,194.29
6,4,1406.73
18,4,706.0
16,6,735.9
41,3,937.17
27,7,326.02
15,5,1203.83
6,5,894.67
8,4,964.96
26,6,339.05
17,4,807.03
22,4,1098.89
6,4,530.95
33,3,636.94
58,9,624.38
9,4,493.05
21,7,852.14
112,4,629.51
13,4,501.27
28,2,2069.35
3,5,651.04
28,7,274.72
3,3,808.11
96,6,781.64
38,7,842.7
47,7,2090.97
37,4,110.27
27,5,1142.69
18,1,406.16
59,4,609.49
95,2,246.99
21,2,1225.14
81,5,654.69
27,5,898.99
24,3,1594.99
19,3,304.58
8,9,888.74
1,8,2667.15
